Geneid	Chr	Start	End	Strand	Length	R16	R17	R18	R19	R20	R21	R22	R23	R24	R25	R26	R27	R28	R29	R30
clpB	U00096.3	2731600	2734173	-	2574	1426	2049	1865	1270	886	1495	1382	1401	1786	1944	451	313	494	407	1045
ryfD	U00096.3	2734153	2734295	-	143	54	79	50	64	34	99	47	72	57	147	54	25	508	34	44
pgeF	U00096.3	2734303	2735034	-	732	139	195	143	156	88	237	150	171	170	185	50	74	87	59	46
rluD	U00096.3	2735031	2736011	-	981	300	436	351	337	205	467	366	328	288	363	169	185	235	140	132
bamD	U00096.3	2736146	2736883	+	738	1154	2073	1618	1792	1211	1724	1236	1609	1485	1746	795	855	880	766	773
raiA	U00096.3	2737154	2737495	+	342	3688	6167	6176	5324	3112	6555	4387	10487	6365	19730	5423	5606	5197	3975	3695
pheL	U00096.3	2737599	2737646	+	48	15	44	18	52	29	75	33	59	59	109	52	28	61	43	38
pheA	U00096.3	2737745	2738905	+	1161	327	635	339	560	254	339	263	363	354	453	409	211	269	233	239
tyrA	U00096.3	2738948	2740069	-	1122	135	245	149	180	119	396	237	333	330	519	87	51	60	42	81
aroF	U00096.3	2740080	2741150	-	1071	147	300	178	219	136	390	248	297	290	366	76	70	84	53	73
yfiL	U00096.3	2741360	2741725	+	366	30	35	22	13	8	30	20	28	26	34	12	6	6	8	12
yfiR	U00096.3	2741875	2742393	+	519	40	64	73	56	24	52	52	40	36	50	11	23	16	17	21
dgcN	U00096.3	2742383	2743609	+	1227	111	116	100	92	80	137	114	100	98	111	28	23	25	22	43
yfiB	U00096.3	2743625	2744107	+	483	59	85	79	79	56	151	122	100	108	84	17	19	30	17	18
rplS	U00096.3	2744183	2744530	-	348	5779	7928	4879	6078	3819	4489	3743	2655	2378	2264	1670	2114	1801	1245	990
trmD	U00096.3	2744572	2745339	-	768	10296	19129	11370	14997	9613	9958	8524	5570	5557	4131	3387	5052	4262	3000	2426
rimM	U00096.3	2745370	2745918	-	549	3020	5574	3249	4040	2917	5932	4443	3514	3514	3189	2417	2270	2852	1524	1411
rpsP	U00096.3	2745937	2746185	-	249	416	827	499	634	435	1551	963	909	889	1160	734	487	758	324	346
ffh	U00096.3	2746434	2747795	-	1362	597	1188	775	888	499	1806	1290	1508	1567	1783	512	518	692	435	565
ypjD	U00096.3	2747962	2748753	+	792	91	107	92	96	54	166	93	111	114	114	41	54	61	42	54
yfjD	U00096.3	2748774	2750060	+	1287	119	143	111	110	79	164	117	132	136	140	47	48	57	37	37
grpE	U00096.3	2750115	2750708	-	594	506	538	448	400	281	432	278	360	373	473	192	182	210	138	160
nadK	U00096.3	2750831	2751709	+	879	120	163	116	159	107	249	195	278	205	232	77	96	116	71	68
recN	U00096.3	2751795	2753456	+	1662	275	570	426	409	244	408	353	363	338	389	80	81	91	86	81
bamE	U00096.3	2753605	2753946	+	342	1117	1985	1062	1244	674	1119	1074	1096	1263	1191	287	387	253	270	399
yfjF	U00096.3	2754008	2754298	-	291	109	137	97	125	60	164	139	137	174	162	26	41	45	31	39
ratA	U00096.3	2754288	2754764	-	477	64	47	45	59	30	77	62	74	89	91	35	19	32	27	32
smpB	U00096.3	2754896	2755378	+	483	235	331	274	256	174	316	274	339	280	281	237	265	328	184	166
ssrA	U00096.3	2755593	2755955	+	363	99724	304559	199144	287943	166457	523845	307564	520999	546871	1119161	327770	337187	416141	400296	505637
intA	U00096.3	2756159	2757400	+	1242	185	244	187	176	139	320	295	280	314	371	88	88	95	66	93
yfjH	U00096.3	2757644	2758600	-	957	89	89	83	64	46	39	32	45	36	19	18	46	27	25	24
alpA	U00096.3	2758644	2758856	+	213	7	1	2	2	7	1	2	0	2	0	0	2	4	1	2
yfjI	U00096.3	2758985	2760394	+	1410	40	22	11	19	19	10	6	4	8	6	3	4	3	14	6
yfjJ	U00096.3	2760547	2761173	+	627	20	13	15	6	5	13	4	3	5	7	6	1	2	5	1
abpB	U00096.3	2761351	2763540	-	2190	290	397	326	265	204	698	550	677	745	711	92	56	71	52	157
abpA	U00096.3	2763537	2765153	-	1617	339	553	469	387	306	721	581	659	679	568	83	66	74	83	174
yfjM	U00096.3	2765513	2765776	-	264	28	30	16	26	17	15	20	11	10	25	3	5	9	7	5
rnlA	U00096.3	2765918	2766991	+	1074	1272	1590	1240	1324	814	881	887	668	696	527	307	473	452	419	384
rnlB	U00096.3	2766984	2767355	+	372	263	350	315	325	182	223	181	149	165	168	89	96	111	90	76
yfjP	U00096.3	2767710	2768573	+	864	61	22	19	15	20	20	13	22	22	25	6	5	11	9	2
yfjQ	U00096.3	2768665	2769486	+	822	81	42	33	33	22	11	18	21	11	16	11	9	22	16	7
yfjR	U00096.3	2769703	2770404	+	702	37	23	14	24	21	5	7	13	20	20	6	7	7	11	4
ypjK	U00096.3	2770445	2770681	+	237	25	14	6	9	5	2	3	5	5	3	1	2	3	2	0
yfjS	U00096.3	2770681	2771124	+	444	40	20	19	15	14	5	7	9	8	5	5	6	7	9	2
yfjT	U00096.3	2771148	2771615	+	468	32	14	25	13	13	12	8	7	14	8	12	8	11	7	2
yfjU	U00096.3	2771840	2772154	-	315	53	64	46	49	28	38	28	29	16	33	15	21	16	32	18
yfjW	U00096.3	2773318	2775021	+	1704	135	150	145	108	107	51	40	39	42	30	13	21	15	34	19
yfjX	U00096.3	2775919	2776377	+	459	34	13	12	14	10	7	4	10	8	7	4	5	6	16	4
yfjY	U00096.3	2776386	2776868	+	483	40	9	8	6	15	2	2	6	6	6	0	1	7	6	2
ypjJ	U00096.3	2776877	2777077	+	201	14	9	6	3	5	5	1	0	2	8	0	1	1	6	1
yfjZ	U00096.3	2777115	2777432	+	318	19	9	9	10	8	2	6	5	5	8	1	1	3	6	0
ypjF	U00096.3	2777453	2777782	+	330	37	13	11	11	13	2	4	14	11	5	1	3	1	4	2
ypjA	U00096.3	2778146	2782726	-	4581	333	308	246	199	177	172	118	134	137	174	28	62	54	86	69
ypjB	U00096.3	2783638	2784429	-	792	19	15	7	5	9	2	4	1	0	1	0	2	4	6	1
ypjC	U00096.3	2784529	2785011	-	483	17	7	4	4	6	1	1	0	0	0	0	1	0	5	1
ileY	U00096.3	2785762	2785837	-	76	5	5	3	6	2	3	0	1	2	1	2	1	0	0	0
csiD	U00096.3	2788985	2789962	+	978	53	62	45	49	32	21	24	45	25	84	138	53	110	68	107
lhgO	U00096.3	2789982	2791250	+	1269	84	97	62	73	36	31	19	53	35	65	102	73	128	62	94
gabD	U00096.3	2791273	2792721	+	1449	113	132	104	81	66	56	21	84	51	76	139	88	181	93	179
gabT	U00096.3	2792735	2794015	+	1281	83	137	77	85	67	71	30	99	40	68	156	86	238	115	182
gabP	U00096.3	2794253	2795653	+	1401	68	53	38	32	39	25	19	47	17	33	41	34	61	35	68
csiR	U00096.3	2795674	2796336	+	663	62	106	67	85	54	141	135	154	156	189	70	46	78	62	91
kbp	U00096.3	2796337	2796786	-	450	77	117	87	66	46	117	97	155	127	242	82	47	86	55	90
yqaE	U00096.3	2796870	2797028	-	159	6	15	10	10	9	49	14	49	53	178	20	23	22	9	15
ygaV	U00096.3	2797211	2797510	+	300	59	94	91	64	51	25	51	20	26	80	42	175	218	197	212
ygaP	U00096.3	2797520	2798044	+	525	160	218	206	100	111	32	73	55	34	92	114	236	303	218	225
stpA	U00096.3	2798091	2798495	-	405	48	65	56	33	30	13	22	17	8	23	26	41	49	45	44
alaE	U00096.3	2799164	2799613	+	450	103	152	124	89	60	158	170	145	180	357	33	48	41	55	66
ygaC	U00096.3	2799650	2799994	-	345	44	69	61	27	29	27	24	18	30	27	12	24	31	18	28
ygaM	U00096.3	2800146	2800475	+	330	61	110	73	85	32	65	81	104	80	191	157	90	268	120	288
nrdH	U00096.3	2800723	2800968	+	246	30	90	55	66	45	93	79	129	102	71	78	48	44	58	44
nrdI	U00096.3	2800965	2801375	+	411	15	33	19	22	15	70	40	47	57	59	42	12	38	20	17
nrdE	U00096.3	2801348	2803492	+	2145	130	129	100	103	94	208	182	180	201	190	116	43	96	73	45
nrdF	U00096.3	2803502	2804461	+	960	37	32	20	22	24	61	78	55	57	67	19	18	23	29	12
proV	U00096.3	2804815	2806017	+	1203	66	51	46	41	31	202	118	115	90	65	84	58	59	41	31
proW	U00096.3	2806010	2807074	+	1065	52	32	34	29	26	102	60	63	57	53	60	23	33	23	14
proX	U00096.3	2807132	2808124	+	993	96	117	78	81	67	274	171	180	178	145	200	180	113	98	61
ygaZ	U00096.3	2809617	2810354	+	738	86	88	77	75	61	181	113	187	193	164	69	82	90	58	83
ygaH	U00096.3	2810344	2810679	+	336	31	32	22	26	20	96	61	81	74	53	32	32	49	43	21
mprA	U00096.3	2810770	2811300	+	531	94	129	86	76	86	138	110	131	140	124	66	60	86	43	31
emrA	U00096.3	2811427	2812599	+	1173	200	244	133	162	88	186	151	110	103	86	37	51	78	55	38
emrB	U00096.3	2812616	2814154	+	1539	88	96	63	58	45	182	125	117	117	129	39	27	50	37	35
luxS	U00096.3	2814218	2814733	-	516	101	150	120	130	78	215	156	232	186	281	116	105	137	93	106
micA	U00096.3	2814802	2814873	+	72	79	134	79	115	77	140	88	132	101	188	64	56	70	44	59
gshA	U00096.3	2814883	2816439	-	1557	525	744	558	608	408	792	535	627	659	862	317	247	386	247	291
yqaA	U00096.3	2816512	2816940	-	429	218	315	236	232	135	203	156	171	135	149	75	70	100	52	60
yqaB	U00096.3	2816937	2817503	-	567	40	48	49	49	45	90	79	61	58	97	32	42	70	24	37
argQ	U00096.3	2817784	2817860	-	77	13	17	12	7	8	31	24	21	18	22	13	8	20	8	4
argZ	U00096.3	2818059	2818135	-	77	107	90	69	69	54	116	53	71	75	68	22	20	37	22	22
argY	U00096.3	2818198	2818274	-	77	135	172	123	145	78	182	94	117	90	101	38	45	53	38	33
argV	U00096.3	2818473	2818549	-	77	126	237	197	220	153	534	260	232	257	287	137	164	271	98	82
serV	U00096.3	2818553	2818645	-	93	52	99	57	84	47	282	127	121	149	177	107	67	164	56	42
csrA	U00096.3	2818961	2819146	-	186	567	1187	889	1033	672	2471	1475	2172	2122	3521	894	572	772	554	842
alaS	U00096.3	2819381	2822011	-	2631	2521	4794	3305	4002	2336	9122	6034	7680	7962	7081	1380	1326	1436	1122	1759
recX	U00096.3	2822139	2822639	-	501	45	61	36	49	32	48	32	25	41	36	17	9	10	12	18
recA	U00096.3	2822708	2823769	-	1062	723	1575	1090	1290	859	1775	1140	1398	1351	1431	727	711	1090	553	517
pncC	U00096.3	2823849	2824346	-	498	97	143	95	116	84	137	80	105	116	117	54	71	70	43	44
mltB	U00096.3	2824491	2825576	-	1086	99	112	85	85	64	136	81	113	108	91	38	33	72	37	27
srlA	U00096.3	2825832	2826395	+	564	46	28	19	27	17	3	9	5	5	2	3	2	1	13	4
srlE	U00096.3	2826392	2827351	+	960	66	43	22	51	31	14	21	8	8	4	2	6	9	10	5
srlB	U00096.3	2827362	2827733	+	372	26	23	14	20	11	5	5	3	4	2	4	1	3	6	3
srlD	U00096.3	2827737	2828516	+	780	49	52	30	46	28	19	13	17	13	20	3	8	9	16	11
gutM	U00096.3	2828621	2828980	+	360	21	29	13	18	14	15	15	16	14	14	2	2	8	7	5
srlR	U00096.3	2829047	2829820	+	774	159	251	202	225	141	153	165	164	182	139	32	33	36	39	49
gutQ	U00096.3	2829813	2830778	+	966	102	124	83	100	58	105	86	85	102	106	17	21	20	22	27
norR	U00096.3	2830775	2832289	-	1515	141	132	92	95	97	71	90	60	77	99	22	35	20	32	30
norV	U00096.3	2832476	2833915	+	1440	65	58	36	41	29	29	26	48	46	28	11	22	12	21	13
norW	U00096.3	2833912	2835045	+	1134	44	28	24	32	22	20	11	30	15	37	6	16	6	7	12
hypF	U00096.3	2835173	2837425	-	2253	230	318	270	214	190	534	400	495	526	674	37	37	52	43	127
hydN	U00096.3	2837578	2838105	-	528	29	27	18	18	23	22	17	11	15	20	5	10	8	11	13
ascG	U00096.3	2838254	2839264	-	1011	126	170	109	145	79	132	78	124	124	103	51	67	59	42	54
ascF	U00096.3	2839524	2840981	+	1458	67	54	53	50	27	63	54	58	72	89	60	34	40	50	79
ascB	U00096.3	2840990	2842414	+	1425	179	220	168	158	115	228	186	169	181	204	81	61	66	102	108
hycI	U00096.3	2842573	2843043	-	471	77	106	121	93	94	94	79	86	91	123	47	37	44	61	53
hycH	U00096.3	2843036	2843446	-	411	32	29	35	19	26	20	19	21	23	25	12	15	11	14	6
hycG	U00096.3	2843443	2844210	-	768	42	26	39	21	29	24	22	22	22	27	1	10	8	12	8
hycF	U00096.3	2844210	2844752	-	543	16	7	25	8	24	10	12	4	8	11	3	4	2	2	3
hycE	U00096.3	2844762	2846471	-	1710	78	32	49	20	54	25	14	9	11	15	11	17	8	15	5
hycD	U00096.3	2846489	2847412	-	924	27	16	26	15	28	10	4	3	4	1	3	9	10	3	1
hycC	U00096.3	2847415	2849241	-	1827	55	24	26	20	33	7	6	6	9	7	1	10	6	12	6
hycB	U00096.3	2849238	2849849	-	612	17	4	15	7	14	2	0	2	3	2	2	2	1	4	4
hycA	U00096.3	2849974	2850435	-	462	13	10	10	2	10	2	1	2	3	2	1	5	2	2	1
hypA	U00096.3	2850647	2850997	+	351	44	58	47	40	31	147	153	136	174	173	15	31	21	39	60
hypB	U00096.3	2851001	2851873	+	873	106	128	121	91	67	411	237	323	402	506	30	38	42	40	67
hypC	U00096.3	2851864	2852136	+	273	45	55	64	39	37	205	131	153	190	238	11	19	7	17	34
hypD	U00096.3	2852136	2853257	+	1122	90	127	147	103	88	525	319	427	440	644	39	35	36	39	71
hypE	U00096.3	2853254	2854264	+	1011	113	157	142	115	111	688	411	538	564	806	32	33	32	36	71
fhlA	U00096.3	2854338	2856416	+	2079	213	309	293	197	183	625	453	518	595	560	41	45	45	51	120
ygbA	U00096.3	2856453	2856806	-	354	34	21	9	13	11	5	6	7	13	8	6	8	6	10	8
mutS	U00096.3	2857093	2859654	+	2562	295	477	287	447	255	475	284	356	369	377	130	147	156	115	96
pphB	U00096.3	2859760	2860416	+	657	30	19	16	12	12	10	4	6	7	9	3	1	2	4	1
ygbI	U00096.3	2860467	2861234	-	768	200	223	216	249	140	121	90	111	115	137	82	89	87	83	73
ygbJ	U00096.3	2861430	2862338	+	909	35	33	15	28	23	5	15	17	13	17	6	4	7	5	3
ygbK	U00096.3	2862335	2863501	+	1167	63	40	25	40	29	21	22	26	21	26	3	15	18	16	6
ygbL	U00096.3	2863593	2864231	+	639	38	17	16	13	18	6	8	9	8	12	7	4	5	9	7
ygbM	U00096.3	2864236	2865012	+	777	20	28	25	20	12	20	9	12	15	11	6	8	6	6	3
ygbN	U00096.3	2865101	2866465	+	1365	83	62	70	73	37	65	54	68	66	79	23	27	24	31	28
rpoS	U00096.3	2866559	2867551	-	993	4357	8586	4722	6706	3543	5760	3729	6490	5930	9187	3687	2507	3589	2357	3068
nlpD	U00096.3	2867614	2868753	-	1140	18371	30641	18361	23888	12548	8628	6408	9705	8089	8323	4838	5791	5329	5188	4907
pcm	U00096.3	2868893	2869519	-	627	257	481	386	407	274	556	379	402	409	408	98	103	95	79	107
umpG	U00096.3	2869513	2870274	-	762	356	649	433	464	333	674	421	498	444	432	137	142	122	80	109
truD	U00096.3	2870255	2871304	-	1050	372	622	486	539	418	786	439	532	587	516	177	176	201	113	165
ispF	U00096.3	2871301	2871780	-	480	89	171	113	106	86	242	135	154	163	144	37	43	64	36	42
ispD	U00096.3	2871780	2872490	-	711	128	212	146	170	115	243	167	152	161	189	46	47	74	39	47
ftsB	U00096.3	2872509	2872820	-	312	241	417	244	297	215	275	228	214	239	249	92	91	131	78	93
ygbE	U00096.3	2873014	2873337	-	324	106	141	81	121	32	33	35	55	31	41	9	13	25	18	9
cysC	U00096.3	2873387	2873992	-	606	67	84	59	77	30	37	30	55	39	52	16	12	16	11	10
cysN	U00096.3	2873992	2875419	-	1428	141	232	184	198	93	88	72	137	109	127	30	25	36	30	36
cysD	U00096.3	2875421	2876329	-	909	148	314	201	229	105	47	29	88	72	51	26	33	7	28	33
iap	U00096.3	2876581	2877618	+	1038	125	140	115	109	70	100	85	74	80	86	23	23	28	31	33
cas2	U00096.3	2878569	2878853	-	285	64	75	42	66	30	106	65	98	101	87	9	11	11	9	16
cas1	U00096.3	2878855	2879772	-	918	106	65	65	66	52	118	75	118	107	108	14	17	14	22	26
casE	U00096.3	2879788	2880387	-	600	51	65	36	42	20	74	48	57	51	62	9	11	16	13	20
casD	U00096.3	2880374	2881048	-	675	43	30	41	24	27	38	28	34	35	43	7	8	6	6	10
casC	U00096.3	2881051	2882142	-	1092	50	31	26	28	28	18	17	10	14	17	11	6	11	7	8
casB	U00096.3	2882155	2882637	-	483	29	12	18	13	9	9	7	7	4	7	1	3	5	3	5
casA	U00096.3	2882630	2884138	-	1509	63	36	42	37	25	17	17	6	14	9	7	13	6	10	6
cas3	U00096.3	2884553	2887219	-	2667	132	106	86	54	65	46	36	36	33	32	11	26	29	29	16
sokX	U00096.3	2887353	2887408	+	56	1	2	3	1	3	0	1	1	1	0	0	1	0	3	0
cysH	U00096.3	2887578	2888312	-	735	85	171	82	108	71	52	94	107	112	68	26	15	13	14	14
cysI	U00096.3	2888387	2890099	-	1713	222	389	261	350	161	101	165	217	251	146	77	56	33	56	55
cysJ	U00096.3	2890099	2891898	-	1800	277	550	399	405	208	83	116	204	160	172	68	75	31	83	90
queD	U00096.3	2892214	2892579	+	366	34	17	21	13	12	38	16	18	22	24	5	11	20	9	5
ygcN	U00096.3	2892657	2893928	+	1272	100	130	111	96	70	78	76	70	66	102	51	45	33	38	27
ygcO	U00096.3	2893919	2894179	+	261	46	40	59	42	34	23	21	27	20	21	18	12	12	18	11
ygcP	U00096.3	2894196	2894771	+	576	120	148	134	124	97	45	33	63	59	52	18	35	31	28	21
ygcQ	U00096.3	2894919	2895779	-	861	63	48	32	47	22	21	22	24	7	19	8	17	13	14	9
ygcR	U00096.3	2895776	2896555	-	780	73	55	38	45	30	16	12	16	9	14	8	13	10	25	14
ygcS	U00096.3	2896533	2897870	-	1338	51	16	24	15	18	10	2	11	13	6	6	8	3	10	8
ygcU	U00096.3	2897964	2899418	-	1455	54	59	53	61	28	21	20	26	28	24	18	13	24	20	7
ygcW	U00096.3	2899488	2900273	-	786	35	60	26	43	26	11	1	11	6	11	10	5	14	5	2
yqcE	U00096.3	2900592	2901869	+	1278	105	82	61	100	43	13	13	13	13	5	9	19	19	30	8
ygcE	U00096.3	2901896	2903374	+	1479	159	218	122	170	78	43	33	33	32	33	23	21	22	15	16
queE	U00096.3	2904747	2905418	-	672	160	264	173	164	84	260	182	222	248	210	103	126	146	88	106
yqcG	U00096.3	2905557	2905697	+	141	6	1	6	3	4	1	0	0	0	0	2	1	0	1	0
ygcG	U00096.3	2905711	2906583	+	873	36	11	19	15	7	5	7	7	6	3	3	7	1	8	3
eno	U00096.3	2906643	2907941	-	1299	1271	2104	1503	1411	1045	2668	1814	1637	1575	2021	1047	952	1689	649	666
pyrG	U00096.3	2908029	2909666	-	1638	1180	1772	1366	1305	952	2607	1948	1620	1798	1615	404	607	947	442	461
mazG	U00096.3	2909894	2910685	-	792	311	576	417	458	319	643	416	485	524	412	75	89	119	99	130
mazF	U00096.3	2910756	2911091	-	336	115	236	201	247	145	363	227	298	267	211	53	61	60	52	67
mazE	U00096.3	2911091	2911339	-	249	158	320	217	279	176	328	205	285	255	174	55	63	70	60	71
relA	U00096.3	2911417	2913651	-	2235	522	845	594	759	510	1146	748	1003	967	1051	373	344	400	298	329
rlmD	U00096.3	2913699	2915000	-	1302	140	238	162	165	116	201	138	183	187	178	87	91	96	83	61
barA	U00096.3	2915057	2917813	+	2757	127	126	101	95	71	150	105	115	144	109	49	51	74	48	42
gudD	U00096.3	2918045	2919385	-	1341	66	80	53	99	42	49	41	35	25	37	38	20	51	20	25
gudX	U00096.3	2919406	2920746	-	1341	52	92	45	85	28	44	32	39	25	28	15	20	29	19	20
gudP	U00096.3	2920748	2922100	-	1353	139	148	74	143	56	34	29	27	23	17	33	24	40	25	26
yqcA	U00096.3	2922535	2922984	-	450	76	60	61	52	44	120	48	81	80	119	67	44	62	44	31
truC	U00096.3	2923002	2923784	-	783	66	62	33	61	37	83	61	67	60	36	23	29	48	24	14
yqcC	U00096.3	2923784	2924113	-	330	31	16	15	11	15	35	23	27	30	26	13	19	30	9	13
csrB	U00096.3	2924156	2924524	-	369	59025	72772	88161	72210	46801	6023	5757	12216	9928	9305	10483	31985	15735	31649	24446
syd	U00096.3	2924735	2925280	-	546	113	137	107	107	60	131	85	97	132	106	54	46	58	43	39
queF	U00096.3	2925348	2926196	+	849	180	218	154	151	78	157	84	121	126	128	56	58	69	42	38
ppnN	U00096.3	2926308	2927672	+	1365	346	590	498	498	336	818	608	724	717	813	372	342	418	297	276
sdaC	U00096.3	2928229	2929518	+	1290	287	394	334	375	251	689	419	679	550	916	1331	357	617	269	278
sdaB	U00096.3	2929576	2930943	+	1368	196	329	211	249	198	421	286	382	351	418	544	183	241	132	103
ygdG	U00096.3	2931055	2931810	+	756	65	74	56	68	48	53	35	50	68	75	36	31	36	22	25
fucO	U00096.3	2931865	2933013	-	1149	316	437	410	420	267	230	243	242	221	427	161	114	138	169	150
fucA	U00096.3	2933041	2933688	-	648	232	359	306	314	159	83	125	108	75	120	69	76	63	82	80
fucP	U00096.3	2934235	2935551	+	1317	57	23	29	29	25	22	43	22	30	29	16	18	19	20	9
fucI	U00096.3	2935584	2937359	+	1776	89	78	55	52	54	87	91	63	84	108	38	30	43	27	30
fucK	U00096.3	2937468	2938886	+	1419	96	94	74	82	54	91	96	94	92	106	32	39	31	30	28
fucU	U00096.3	2938888	2939310	+	423	34	57	34	49	25	83	63	58	59	69	16	29	21	20	29
fucR	U00096.3	2939368	2940099	+	732	96	152	111	144	85	110	108	121	103	116	71	56	57	40	49
rlmM	U00096.3	2940143	2941243	-	1101	118	181	112	153	112	219	202	211	221	215	76	54	60	57	65
ygdD	U00096.3	2941236	2941631	-	396	37	43	23	31	22	55	52	56	53	68	17	4	15	16	24
gcvA	U00096.3	2941650	2942567	-	918	175	274	181	166	109	301	250	257	290	252	49	66	85	56	83
gcvB	U00096.3	2942696	2942900	+	205	2942	6784	4580	6850	3416	24421	14911	19293	17759	28289	8574	8781	7018	3151	6702
ygdI	U00096.3	2942918	2943145	-	228	39	50	41	38	18	45	59	39	32	33	45	43	124	47	93
csdA	U00096.3	2943337	2944542	+	1206	89	90	81	120	63	168	133	167	192	204	38	30	62	38	53
csdE	U00096.3	2944542	2944985	+	444	95	168	130	145	102	215	208	228	270	262	38	32	39	54	83
tcdA	U00096.3	2945036	2945842	-	807	101	125	109	91	72	182	139	138	148	210	72	46	75	55	43
mltA	U00096.3	2946081	2947178	-	1098	210	331	232	287	188	434	334	382	333	443	102	126	170	95	107
metZ	U00096.3	2947387	2947463	+	77	35	61	22	46	21	98	55	49	44	32	36	37	81	27	23
metW	U00096.3	2947497	2947573	+	77	210	338	154	163	56	300	145	148	144	133	62	104	242	90	69
metV	U00096.3	2947607	2947683	+	77	78	95	38	44	20	28	19	31	18	23	11	15	20	9	7
amiC	U00096.3	2947757	2949010	-	1254	152	215	145	161	125	265	158	236	240	311	157	93	118	70	76
argA	U00096.3	2949242	2950573	+	1332	153	135	132	81	76	93	60	75	90	113	18	29	25	21	25
recD	U00096.3	2950635	2952461	-	1827	236	454	327	412	279	1099	536	815	865	736	102	92	95	63	203
recB	U00096.3	2952461	2956003	-	3543	533	792	618	698	497	1585	909	1118	1177	869	192	251	295	172	271
ptrA	U00096.3	2955996	2958884	-	2889	314	412	288	333	198	700	484	483	553	396	116	153	208	145	142
recC	U00096.3	2959060	2962428	-	3369	365	412	306	360	260	489	287	415	395	406	195	136	202	134	154
ppdC	U00096.3	2962441	2962764	-	324	62	89	68	84	66	52	38	38	45	32	16	21	18	15	18
ygdB	U00096.3	2962749	2963156	-	408	26	27	17	20	19	23	10	16	19	23	7	8	7	8	10
ppdB	U00096.3	2963153	2963716	-	564	26	28	22	32	17	17	15	23	18	29	9	8	17	11	10
ppdA	U00096.3	2963707	2964177	-	471	59	42	27	40	31	25	12	16	15	15	6	13	15	19	14
thyA	U00096.3	2964361	2965155	-	795	211	340	264	246	146	789	551	634	667	626	143	162	189	115	144
lgt	U00096.3	2965162	2966037	-	876	182	334	225	206	143	684	400	559	582	574	152	164	197	126	129
ptsP	U00096.3	2966188	2968434	-	2247	335	543	451	407	277	752	452	667	669	672	189	218	320	193	223
rppH	U00096.3	2968447	2968977	-	531	302	590	413	502	296	450	272	385	372	397	166	251	253	169	198
ygdT	U00096.3	2969330	2969476	-	147	24	18	17	24	12	5	4	4	7	5	3	3	4	8	2
mutH	U00096.3	2969662	2970351	+	690	56	64	45	52	32	63	54	42	50	74	26	24	34	38	29
ygdQ	U00096.3	2970420	2971133	+	714	38	53	32	29	34	42	44	40	22	50	20	15	22	16	13
ygdR	U00096.3	2971271	2971489	+	219	264	451	307	489	108	99	80	152	137	251	174	229	374	175	281
tas	U00096.3	2971597	2972637	+	1041	179	255	191	242	143	300	164	398	284	448	326	214	301	158	169
lplT	U00096.3	2972669	2973862	-	1194	106	178	114	135	98	184	128	179	203	242	69	45	69	41	73
aas	U00096.3	2973855	2976014	-	2160	203	221	192	228	129	182	145	208	202	284	113	77	96	73	74
omrA	U00096.3	2976102	2976189	-	88	25	20	23	12	14	25	19	22	14	54	2	2	5	5	4
omrB	U00096.3	2976304	2976385	-	82	12	11	5	11	11	25	10	14	11	47	3	2	5	1	3
galR	U00096.3	2976599	2977630	+	1032	212	280	172	268	165	118	85	112	103	157	78	53	85	60	66
lysA	U00096.3	2977637	2978899	-	1263	539	936	486	1049	666	248	73	236	260	755	186	101	99	72	89
lysR	U00096.3	2979021	2979956	+	936	40	45	20	32	27	39	28	29	28	41	23	25	12	18	13
ygeA	U00096.3	2979943	2980635	-	693	105	204	129	155	102	117	89	107	95	106	56	60	72	56	43
araE	U00096.3	2980764	2982182	-	1419	90	90	76	59	55	165	100	159	113	222	36	32	28	31	29
kduD	U00096.3	2982497	2983258	-	762	52	36	32	43	23	227	141	262	142	626	72	29	80	67	90
kduI	U00096.3	2983288	2984124	-	837	79	79	42	74	36	267	170	223	129	539	94	42	86	85	118
yqeF	U00096.3	2984411	2985592	-	1182	268	468	294	381	190	100	58	124	62	198	206	101	118	117	88
yqeG	U00096.3	2985847	2987076	+	1230	134	153	115	112	77	165	134	108	97	109	65	91	113	62	76
yqeH	U00096.3	2987536	2988168	+	633	25	19	24	11	7	3	2	7	5	2	5	6	4	6	1
yqeI	U00096.3	2988502	2989311	+	810	48	21	30	21	14	15	7	3	4	7	4	7	5	11	7
yqeJ	U00096.3	2989304	2989786	+	483	29	16	20	20	16	5	6	2	1	4	2	3	2	1	1
yqeL	U00096.3	2989819	2989899	-	81	5	3	6	3	5	1	1	1	1	7	1	1	1	0	2
yqeK	U00096.3	2989935	2990360	-	426	27	7	10	7	12	3	4	0	1	4	0	0	2	1	2
ygeG	U00096.3	2991268	2991759	+	492	14	2	4	4	9	1	3	3	0	1	1	1	0	4	1
ygeH	U00096.3	2992094	2993470	+	1377	29	21	16	6	10	5	3	6	3	6	1	1	4	8	1
ygeI	U00096.3	2993638	2993856	+	219	18	6	10	6	5	1	3	1	0	3	0	1	1	3	1
insD-4	U00096.3	2996372	2997277	-	906	82	73	70	66	39	62	49	47	61	54	27	18	37	30	19
insC-4	U00096.3	2997235	2997600	-	366	37	30	27	33	21	46	25	23	34	36	11	17	19	16	11
ygeQ	U00096.3	2998034	2998828	-	795	226	186	133	117	86	56	48	53	33	23	9	14	11	12	6
glyU	U00096.3	2998984	2999057	-	74	5	14	7	4	3	9	6	9	13	15	7	5	16	4	4
