Geneid	Chr	Start	End	Strand	Length	R76	R77	R78	R79	R80	R81	R82	R83	R84	R85	R86	R87	R88	R89	R90
preA	U00096.3	2235265	2236500	+	1236	53	40	43	43	75	60	107	115	77	116	241	74	138	171	63
mglC	U00096.3	2236743	2237753	-	1011	32	55	30	95	54	15	35	44	31	18	40	37	30	46	10
mglA	U00096.3	2237769	2239289	-	1521	167	319	189	291	283	59	144	172	137	64	175	103	74	204	82
mglB	U00096.3	2239350	2240348	-	999	236	468	277	236	297	84	176	203	173	143	315	121	114	368	76
galS	U00096.3	2240628	2241668	-	1041	16	24	11	32	27	3	17	20	14	13	31	13	31	40	11
yeiB	U00096.3	2241810	2242967	-	1158	11	8	11	17	13	5	25	21	21	29	28	17	21	26	13
folE	U00096.3	2242984	2243652	-	669	81	67	48	52	79	61	81	132	90	116	112	65	91	136	60
yeiG	U00096.3	2243910	2244746	+	837	71	66	58	42	78	48	63	73	70	84	96	45	65	137	59
cirA	U00096.3	2244778	2246769	-	1992	20	39	22	38	14	15	12	19	18	12	20	21	13	27	20
lysP	U00096.3	2247063	2248532	-	1470	15	17	13	16	22	14	13	22	24	24	27	19	46	50	19
yeiE	U00096.3	2248737	2249618	-	882	19	20	25	27	22	9	20	15	30	46	28	14	24	37	10
yeiH	U00096.3	2249717	2250766	+	1050	7	7	6	22	9	5	8	15	20	9	18	8	15	26	4
nfo	U00096.3	2250840	2251697	+	858	98	68	63	68	60	66	60	55	100	125	127	44	102	163	84
yeiI	U00096.3	2251700	2252788	+	1089	59	47	46	37	35	48	57	37	56	77	86	40	69	82	35
nupX	U00096.3	2252895	2254145	-	1251	4	6	9	28	8	8	17	12	5	3	6	15	12	13	10
rihB	U00096.3	2254245	2255186	-	942	0	0	2	9	0	5	3	6	5	0	2	3	4	5	2
yeiL	U00096.3	2255355	2256014	+	660	0	3	1	5	2	2	2	2	6	1	2	4	1	3	7
psuT	U00096.3	2256085	2257335	-	1251	11	12	5	14	6	6	18	13	13	7	6	3	7	7	6
psuG	U00096.3	2257429	2258367	-	939	17	14	11	20	20	2	12	12	8	2	7	7	6	5	10
psuK	U00096.3	2258355	2259296	-	942	17	10	8	11	15	6	10	9	12	1	9	5	6	7	6
fruA	U00096.3	2259719	2261410	-	1692	311	182	118	137	248	164	250	193	314	269	398	164	211	325	157
fruK	U00096.3	2261427	2262365	-	939	131	70	50	73	116	66	83	67	129	91	134	62	91	129	72
fruB	U00096.3	2262365	2263495	-	1131	91	53	40	59	68	47	73	67	101	73	113	59	51	88	53
setB	U00096.3	2263863	2265044	+	1182	8	13	8	18	5	7	4	16	9	7	9	12	13	16	17
yeiW	U00096.3	2265041	2265295	-	255	2	7	3	3	4	2	6	5	7	4	8	8	5	13	6
yeiP	U00096.3	2265450	2266022	+	573	23	58	40	25	28	35	26	31	36	47	32	30	66	60	30
yeiQ	U00096.3	2266245	2267711	+	1467	23	17	13	30	22	21	30	44	21	25	24	16	29	44	13
yeiR	U00096.3	2267829	2268815	+	987	8	8	12	18	19	10	17	12	20	18	23	16	18	20	16
lpxT	U00096.3	2268854	2269567	+	714	0	3	3	10	8	1	3	2	3	2	5	5	5	3	4
mepS	U00096.3	2269979	2270545	+	567	211	221	142	167	259	78	95	134	128	162	217	89	116	374	61
pdeN	U00096.3	2270726	2272282	+	1557	5	12	7	27	21	11	14	17	17	23	29	18	25	32	13
yejA	U00096.3	2272364	2274178	+	1815	18	16	13	28	15	17	22	13	27	19	19	27	25	29	21
yejB	U00096.3	2274179	2275273	+	1095	5	6	3	11	3	5	5	6	7	6	9	4	8	10	6
yejE	U00096.3	2275273	2276298	+	1026	14	11	6	18	16	13	7	20	21	18	12	9	17	25	15
yejF	U00096.3	2276300	2277889	+	1590	22	25	24	56	29	35	21	36	42	31	47	21	62	86	41
yejG	U00096.3	2277893	2278237	-	345	33	29	14	19	24	22	25	28	49	43	30	22	27	50	16
bcr	U00096.3	2278570	2279760	-	1191	15	16	6	28	24	25	25	23	24	28	25	23	38	57	17
rsuA	U00096.3	2279788	2280483	-	696	15	18	11	21	23	24	20	27	35	34	22	16	36	48	29
radD	U00096.3	2280632	2282392	+	1761	14	8	11	28	11	15	20	14	24	23	22	23	23	21	20
rplY	U00096.3	2282517	2282801	+	285	154	264	141	126	166	139	168	172	146	204	121	162	421	359	234
yejK	U00096.3	2282940	2283947	-	1008	103	138	83	81	112	78	88	113	131	134	134	103	175	171	122
yejL	U00096.3	2284129	2284356	+	228	19	11	7	9	9	7	15	12	7	19	16	13	11	19	16
yejM	U00096.3	2284376	2286136	+	1761	40	42	36	44	40	34	60	67	80	93	94	54	122	124	81
proL	U00096.3	2286211	2286287	+	77	0	1	0	4	1	1	0	1	4	5	0	2	6	3	3
insH-8	U00096.3	2289065	2290081	-	1017	133	108	86	115	174	107	181	288	189	294	396	107	396	630	240
narP	U00096.3	2290500	2291147	+	648	53	73	43	29	57	72	82	57	80	92	102	49	94	126	41
ccmH	U00096.3	2291358	2292410	-	1053	18	19	7	16	13	25	35	32	54	37	50	24	29	41	20
ccmG	U00096.3	2292407	2292964	-	558	8	2	10	11	6	12	8	9	14	5	7	4	11	10	4
ccmF	U00096.3	2292961	2294904	-	1944	12	5	5	22	10	11	16	26	20	29	20	12	20	19	14
ccmE	U00096.3	2294901	2295380	-	480	4	3	1	12	7	6	8	8	17	10	9	6	18	18	4
ccmD	U00096.3	2295377	2295586	-	210	0	1	1	2	2	5	4	4	4	0	3	0	3	2	0
ccmC	U00096.3	2295583	2296320	-	738	1	4	2	12	6	4	5	11	12	8	16	5	11	12	9
ccmB	U00096.3	2296362	2297024	-	663	1	5	1	8	2	4	7	9	9	6	6	4	9	10	7
ccmA	U00096.3	2297021	2297644	-	624	21	21	18	12	22	22	37	19	31	29	38	21	45	62	29
napC	U00096.3	2297657	2298259	-	603	11	21	10	12	18	14	29	13	31	27	41	12	39	52	17
napB	U00096.3	2298269	2298718	-	450	17	8	5	5	15	6	13	13	22	18	18	9	18	40	15
napH	U00096.3	2298715	2299578	-	864	11	15	21	20	14	6	35	24	18	13	30	13	23	36	29
napG	U00096.3	2299565	2300260	-	696	9	7	9	9	4	3	9	11	9	11	17	10	12	24	13
napA	U00096.3	2300267	2302753	-	2487	39	45	25	43	51	21	40	50	46	79	75	36	78	140	43
napD	U00096.3	2302750	2303013	-	264	5	6	1	6	3	1	0	6	3	14	6	5	4	21	2
napF	U00096.3	2303003	2303497	-	495	2	9	5	14	10	2	9	5	5	30	11	6	13	41	10
yojO	U00096.3	2303606	2303770	+	165	1	0	0	1	0	4	1	0	1	0	0	0	0	1	0
eco	U00096.3	2303905	2304393	+	489	41	42	42	34	43	32	36	41	32	72	73	32	62	114	37
mqo	U00096.3	2305108	2306754	-	1647	14	25	23	28	17	50	34	18	30	40	31	53	95	71	57
yojI	U00096.3	2306972	2308615	-	1644	19	22	13	26	30	28	23	39	32	25	19	20	32	28	26
alkB	U00096.3	2308691	2309341	-	651	6	2	2	9	4	7	3	2	5	5	6	2	4	3	2
ada	U00096.3	2309341	2310405	-	1065	10	5	16	24	17	12	11	18	26	24	33	26	30	22	15
ftp	U00096.3	2310479	2311534	-	1056	4	6	4	7	6	6	9	14	12	4	6	14	17	16	8
ompC	U00096.3	2311646	2312749	-	1104	672	1087	846	889	1190	1145	2265	1436	1364	1530	2447	1123	2043	2139	1160
micF	U00096.3	2313084	2313176	+	93	3	4	0	4	0	3	4	3	3	0	4	5	0	2	1
rcsD	U00096.3	2313488	2316160	+	2673	187	202	154	179	189	185	279	309	291	337	364	174	263	399	168
rcsB	U00096.3	2316177	2316827	+	651	194	231	160	156	205	173	248	265	296	247	357	144	278	380	182
rcsC	U00096.3	2317027	2319876	-	2850	83	51	35	68	70	68	95	64	97	110	117	55	112	168	72
atoS	U00096.3	2320043	2321869	+	1827	16	16	11	51	28	18	19	24	21	25	25	34	37	36	19
atoC	U00096.3	2321866	2323251	+	1386	19	14	8	21	18	10	16	17	21	21	21	7	21	29	11
atoD	U00096.3	2323447	2324109	+	663	2	2	1	11	1	4	4	4	7	5	1	3	3	4	3
atoA	U00096.3	2324109	2324759	+	651	1	0	2	3	2	3	3	2	4	1	3	4	0	2	3
atoE	U00096.3	2324756	2326078	+	1323	6	1	7	23	6	5	5	6	6	7	8	15	9	3	4
atoB	U00096.3	2326109	2327293	+	1185	2	5	7	12	7	9	14	10	8	8	13	9	4	12	9
yfaP	U00096.3	2327367	2328143	-	777	2	6	3	16	3	4	1	2	5	0	7	3	5	5	5
yfaQ	U00096.3	2328148	2329797	-	1650	8	10	5	20	8	8	8	15	13	7	12	9	7	16	14
yfaT	U00096.3	2334336	2334959	-	624	0	1	3	30	3	6	10	4	9	3	2	6	2	7	7
yfaA	U00096.3	2334956	2336644	-	1689	8	3	11	23	4	6	11	7	9	5	11	14	15	15	15
gyrA	U00096.3	2336793	2339420	-	2628	615	812	644	472	544	527	597	574	554	815	817	488	967	1238	603
ubiG	U00096.3	2339567	2340289	+	723	13	15	12	15	18	20	25	26	19	21	23	30	35	45	24
yfaL	U00096.3	2340417	2344169	-	3753	76	62	43	84	80	75	152	109	118	108	142	96	155	159	121
ypaB	U00096.3	2344594	2344737	-	144	1	1	0	3	1	0	1	1	3	1	0	1	0	0	0
nrdA	U00096.3	2344865	2347150	+	2286	46	156	107	65	59	87	76	61	45	225	98	103	242	302	161
nrdB	U00096.3	2347384	2348514	+	1131	30	68	61	27	34	35	36	48	53	106	60	42	98	127	76
yfaE	U00096.3	2348514	2348768	+	255	19	23	21	16	17	17	19	20	29	38	26	17	38	54	29
inaA	U00096.3	2348822	2349472	-	651	128	91	65	78	118	99	187	122	229	136	143	98	167	200	150
glpQ	U00096.3	2349935	2351011	-	1077	64	104	74	144	65	211	155	99	177	184	202	109	323	492	251
glpT	U00096.3	2351016	2352374	-	1359	42	136	110	181	53	340	130	93	180	292	188	166	482	655	503
glpA	U00096.3	2352647	2354275	+	1629	4	13	15	34	8	48	23	17	32	58	32	15	57	116	62
glpB	U00096.3	2354265	2355524	+	1260	5	23	13	19	8	55	32	29	42	55	36	30	74	114	68
glpC	U00096.3	2355521	2356711	+	1191	10	16	3	17	6	49	26	21	31	58	42	15	58	97	60
rpnE	U00096.3	2356904	2357803	+	900	1	9	8	14	9	7	14	12	19	11	9	18	13	12	12
yfaU	U00096.3	2358042	2358845	-	804	8	16	8	22	13	11	20	15	13	15	11	12	15	23	9
yfaV	U00096.3	2358863	2360152	-	1290	9	9	7	26	11	5	11	4	7	14	9	11	13	20	8
rhmD	U00096.3	2360209	2361414	-	1206	10	9	9	17	10	2	10	5	13	8	11	9	12	20	10
yfaX	U00096.3	2361429	2362211	-	783	1	6	3	14	3	4	5	0	7	2	12	7	7	9	3
yfaY	U00096.3	2362431	2363633	-	1203	18	30	14	36	28	12	22	29	18	20	38	22	32	37	18
yfaZ	U00096.3	2363733	2364275	-	543	4	1	2	8	5	2	2	9	6	6	6	2	6	4	8
nudI	U00096.3	2364554	2364979	+	426	2	2	3	6	1	1	5	1	1	1	1	6	1	3	4
ais	U00096.3	2365018	2365620	-	603	2	1	0	5	0	2	1	0	1	0	1	5	1	3	5
arnB	U00096.3	2365910	2367067	+	1158	3	2	3	24	4	2	13	5	7	3	3	6	2	2	7
arnC	U00096.3	2367071	2368039	+	969	7	1	5	4	4	6	10	6	3	4	3	6	11	6	4
arnA	U00096.3	2368039	2370021	+	1983	13	9	10	30	8	8	11	20	20	14	12	12	11	17	14
arnD	U00096.3	2370018	2370908	+	891	6	3	2	12	2	3	8	4	8	2	10	7	8	9	7
arnT	U00096.3	2370908	2372560	+	1653	6	2	4	19	6	7	8	14	6	8	8	11	6	7	7
arnE	U00096.3	2372557	2372892	+	336	2	0	2	4	1	0	2	9	4	2	2	4	2	3	3
arnF	U00096.3	2372892	2373278	+	387	6	10	9	12	2	5	12	21	16	16	14	7	11	26	14
pmrD	U00096.3	2373272	2373538	-	267	11	17	14	22	17	7	21	8	15	10	23	14	21	48	21
menE	U00096.3	2373648	2375003	-	1356	18	29	19	29	8	19	17	30	23	41	41	24	41	45	33
menC	U00096.3	2375000	2375962	-	963	14	32	22	24	25	25	26	22	39	46	39	24	52	61	20
menB	U00096.3	2375962	2376819	-	858	43	52	37	36	36	35	45	32	49	58	49	33	64	75	36
menH	U00096.3	2376834	2377592	-	759	22	35	22	18	22	28	30	14	37	31	34	32	56	51	39
menD	U00096.3	2377589	2379259	-	1671	70	81	36	53	69	80	66	57	81	122	115	69	186	167	102
menF	U00096.3	2379348	2380643	-	1296	64	57	34	48	64	56	83	53	81	64	99	68	128	107	83
elaB	U00096.3	2380722	2381027	-	306	25	20	24	14	18	13	9	18	18	24	23	9	6	19	7
elaA	U00096.3	2381082	2381543	-	462	25	31	16	41	34	26	36	40	49	32	48	26	34	41	21
rbn	U00096.3	2381608	2382525	+	918	7	9	9	28	7	9	12	17	19	7	14	15	19	16	15
elaD	U00096.3	2382713	2383924	+	1212	3	5	8	14	8	5	7	5	5	0	4	9	3	3	1
yfbK	U00096.3	2383995	2385722	-	1728	7	3	6	17	5	13	8	18	12	13	4	11	10	12	6
yfbL	U00096.3	2385860	2386831	+	972	3	0	2	8	2	4	6	1	7	2	0	7	1	2	3
yfbM	U00096.3	2386934	2387437	+	504	2	1	5	6	1	5	1	3	4	0	2	1	1	2	1
yfbN	U00096.3	2387710	2388426	-	717	0	1	1	9	1	1	6	1	6	0	1	3	2	2	1
yfbO	U00096.3	2388635	2389057	+	423	1	2	1	8	3	2	1	3	1	3	3	2	2	3	1
yfbP	U00096.3	2389116	2389964	+	849	2	5	0	9	7	4	4	1	7	4	4	3	3	8	9
nuoN	U00096.3	2390048	2391505	-	1458	36	50	31	43	41	35	46	44	47	124	95	38	79	156	27
nuoM	U00096.3	2391512	2393041	-	1530	72	92	53	54	93	50	61	58	85	155	160	54	110	280	67
nuoL	U00096.3	2393205	2395046	-	1842	209	274	222	158	228	160	213	180	237	387	508	169	435	703	191
nuoK	U00096.3	2395043	2395345	-	303	34	34	36	20	32	22	26	26	23	75	80	21	46	103	23
nuoJ	U00096.3	2395342	2395896	-	555	103	104	80	49	96	45	83	73	100	162	203	65	160	240	77
nuoI	U00096.3	2395908	2396450	-	543	154	185	116	80	185	80	160	156	125	228	332	121	220	482	119
nuoH	U00096.3	2396465	2397442	-	978	149	207	121	110	217	106	161	131	136	249	348	118	249	489	146
nuoG	U00096.3	2397439	2400165	-	2727	413	517	356	285	464	252	352	364	338	581	829	333	710	1218	353
nuoF	U00096.3	2400218	2401555	-	1338	382	396	248	228	392	210	244	285	273	464	613	265	549	874	265
nuoE	U00096.3	2401552	2402052	-	501	593	713	473	490	742	378	496	516	464	584	930	516	919	1281	547
nuoC	U00096.3	2402055	2403845	-	1791	608	698	493	381	719	402	468	566	456	731	969	511	928	1505	461
nuoB	U00096.3	2403951	2404613	-	663	200	207	170	121	259	87	137	193	150	255	318	174	312	490	140
nuoA	U00096.3	2404629	2405072	-	444	190	228	136	143	263	98	170	192	134	285	320	168	269	425	209
lrhA	U00096.3	2405703	2406641	-	939	346	297	160	277	417	276	686	552	741	541	468	207	276	640	260
alaA	U00096.3	2407561	2408778	+	1218	177	88	56	100	192	67	135	161	218	202	256	91	82	232	64
yfbR	U00096.3	2408862	2409461	+	600	16	5	8	27	14	8	18	21	26	14	29	8	20	25	18
yfbS	U00096.3	2409520	2411352	-	1833	20	32	29	40	41	26	68	68	81	68	61	41	61	64	41
hxpA	U00096.3	2411439	2412089	-	651	34	48	38	32	43	33	48	50	58	88	85	38	58	92	35
yfbU	U00096.3	2412100	2412594	-	495	24	37	27	25	32	27	47	40	28	40	62	27	38	69	25
yfbV	U00096.3	2412677	2413132	-	456	44	46	17	22	41	43	57	57	72	89	76	35	84	114	65
ackA	U00096.3	2413470	2414672	+	1203	213	191	119	122	169	143	210	197	208	283	252	129	327	309	242
pta	U00096.3	2414747	2416891	+	2145	71	76	36	62	70	62	101	104	125	172	162	71	175	170	85
yfcC	U00096.3	2417081	2418601	+	1521	3	7	4	16	5	4	10	9	14	16	8	5	8	11	13
yfcD	U00096.3	2418634	2419176	-	543	43	37	26	23	68	37	74	79	77	67	89	32	69	67	52
yfcE	U00096.3	2419234	2419788	-	555	7	15	9	21	14	12	24	23	31	25	29	11	30	34	16
yfcF	U00096.3	2419841	2420485	-	645	15	7	6	13	14	5	9	3	8	7	12	8	7	20	9
yfcG	U00096.3	2420621	2421268	+	648	3	1	5	14	3	5	9	7	7	6	5	5	2	1	3
folX	U00096.3	2421325	2421687	+	363	17	27	21	23	26	19	20	37	30	33	44	22	39	54	20
yfcH	U00096.3	2421708	2422601	+	894	62	61	36	31	46	36	76	59	59	91	101	45	96	142	58
rpnB	U00096.3	2422649	2423539	-	891	12	15	7	19	18	18	21	18	17	27	28	20	40	32	31
hisP	U00096.3	2423736	2424509	-	774	52	40	29	37	49	28	19	43	38	50	57	29	26	71	22
hisM	U00096.3	2424517	2425233	-	717	37	27	19	32	24	14	15	28	30	34	45	20	28	58	8
hisQ	U00096.3	2425230	2425916	-	687	68	51	27	47	56	29	42	48	43	65	69	39	49	120	18
hisJ	U00096.3	2426006	2426788	-	783	243	296	176	180	275	101	135	237	160	262	336	173	151	421	76
argT	U00096.3	2427009	2427791	-	783	139	127	90	109	167	31	69	108	69	129	238	60	55	249	19
ubiX	U00096.3	2428057	2428626	-	570	6	7	7	15	11	5	9	18	12	14	7	11	7	14	2
purF	U00096.3	2428721	2430238	-	1518	62	61	30	44	46	62	211	93	155	111	90	39	55	79	39
cvpA	U00096.3	2430275	2430763	-	489	39	35	26	25	22	39	113	49	97	56	64	32	33	49	34
dedD	U00096.3	2431022	2431684	-	663	176	201	114	137	218	179	234	231	234	310	359	176	374	455	208
folC	U00096.3	2431674	2432942	-	1269	228	234	150	159	255	205	293	261	286	362	396	218	501	509	259
accD	U00096.3	2433012	2433926	-	915	123	116	84	93	109	104	96	126	127	197	191	96	203	299	114
dedA	U00096.3	2434082	2434741	-	660	41	30	18	31	36	41	47	59	54	69	89	34	75	81	39
truA	U00096.3	2434824	2435636	-	813	39	42	42	37	51	39	49	57	43	73	83	36	97	127	52
usg	U00096.3	2435636	2436649	-	1014	30	34	36	44	23	25	46	36	40	79	56	29	64	92	55
pdxB	U00096.3	2436715	2437851	-	1137	54	55	42	45	60	33	65	56	67	78	71	41	66	104	72
flk	U00096.3	2437950	2438945	+	996	26	37	23	32	27	32	31	47	36	41	39	25	36	52	36
yfcJ	U00096.3	2438942	2440120	-	1179	14	17	21	31	19	20	21	20	23	32	20	18	25	41	22
fabB	U00096.3	2440385	2441605	-	1221	67	41	26	51	64	183	129	106	165	150	132	114	313	163	231
mnmC	U00096.3	2441764	2443770	+	2007	31	20	15	43	21	34	42	50	69	45	51	33	68	57	31
yfcL	U00096.3	2443891	2444169	-	279	23	11	11	15	18	12	25	18	26	21	33	23	21	33	12
epmC	U00096.3	2444203	2444751	-	549	37	38	31	27	40	45	44	53	54	45	58	56	69	72	48
yfcA	U00096.3	2444751	2445560	-	810	30	30	30	31	35	31	48	39	41	30	52	39	50	70	40
mepA	U00096.3	2445560	2446384	-	825	28	41	12	17	31	25	43	35	31	37	41	30	39	54	36
aroC	U00096.3	2446388	2447473	-	1086	107	117	97	65	113	92	130	133	116	162	157	98	163	223	79
prmB	U00096.3	2447508	2448440	-	933	100	148	85	65	125	97	104	128	92	128	117	79	170	174	80
smrB	U00096.3	2448606	2449157	+	552	32	48	20	28	53	40	64	60	53	79	63	40	70	89	59
yfcO	U00096.3	2449228	2450049	-	822	16	14	7	17	27	20	21	27	43	43	35	20	31	61	26
yfcP	U00096.3	2450051	2450590	-	540	0	1	4	6	0	5	4	5	5	1	4	4	5	2	1
yfcQ	U00096.3	2450587	2451075	-	489	0	0	3	9	2	4	2	4	5	3	2	3	3	2	3
yfcR	U00096.3	2451072	2451584	-	513	0	2	1	11	3	3	3	5	4	1	1	7	4	3	7
yfcS	U00096.3	2451584	2452336	-	753	1	1	2	11	3	2	5	3	7	2	2	8	5	4	5
yfcV	U00096.3	2455083	2455646	-	564	2	0	0	8	1	7	3	6	1	1	1	2	2	4	2
sixA	U00096.3	2456327	2456812	-	486	94	65	44	46	98	46	58	55	62	84	145	34	54	187	28
fadJ	U00096.3	2457015	2459159	-	2145	1134	1010	587	655	1388	164	338	737	370	731	1439	267	254	1809	107
fadI	U00096.3	2459159	2460469	-	1311	525	399	270	324	636	79	136	307	174	298	571	131	101	739	49
yfcZ	U00096.3	2460650	2460934	-	285	12	23	10	17	18	17	24	26	27	17	29	23	45	48	17
fadL	U00096.3	2461306	2462646	+	1341	608	805	423	423	967	84	189	406	203	459	722	165	141	921	83
yfdF	U00096.3	2463012	2464070	+	1059	0	3	1	18	6	3	6	3	6	1	6	5	3	8	6
mlaA	U00096.3	2464252	2465007	-	756	19	21	12	21	22	18	24	24	26	25	38	13	25	42	33
yfdC	U00096.3	2465301	2466233	+	933	3	6	3	10	9	6	6	7	7	5	8	4	10	3	3
argW	U00096.3	2466309	2466383	+	75	0	2	1	3	0	0	1	1	1	2	0	0	1	3	1
intS	U00096.3	2466545	2467702	+	1158	8	5	8	13	3	8	10	5	14	10	13	9	7	14	7
yfdG	U00096.3	2467855	2468217	+	363	12	9	3	13	3	7	4	2	5	11	11	1	8	17	6
yfdH	U00096.3	2468214	2469134	+	921	53	77	69	80	72	50	62	79	89	51	62	69	88	87	77
yfdI	U00096.3	2469131	2470462	+	1332	14	24	15	51	17	18	24	23	30	17	16	31	35	32	28
yfdK	U00096.3	2471077	2471517	-	441	0	2	1	11	2	1	1	6	4	2	4	3	3	2	6
yfdM	U00096.3	2472112	2472387	-	276	0	0	0	2	1	0	1	1	1	0	1	3	1	1	1
yfdN	U00096.3	2472387	2472881	-	495	0	0	2	9	2	0	3	3	5	2	3	7	2	2	4
yfdO	U00096.3	2472878	2473246	-	369	0	1	2	6	2	1	5	1	4	1	2	4	1	0	7
yfdP	U00096.3	2473604	2473966	+	363	0	0	1	4	6	1	4	1	3	1	0	2	3	2	3
yfdQ	U00096.3	2474032	2474856	+	825	0	1	1	9	3	2	1	1	4	1	2	3	3	2	2
yfdR	U00096.3	2474984	2475520	+	537	0	1	2	6	0	2	1	5	5	2	2	3	2	1	2
yfdS	U00096.3	2475511	2475873	+	363	0	2	0	8	1	0	1	4	2	1	0	2	0	0	1
yfdT	U00096.3	2475873	2476178	+	306	1	2	3	5	1	3	1	1	2	2	2	4	1	2	3
ypdJ	U00096.3	2476094	2476234	+	141	1	0	3	3	0	2	1	2	1	2	1	0	1	0	2
torI	U00096.3	2476310	2476510	+	201	18	19	11	12	23	17	24	30	24	65	40	15	36	83	13
dsdC	U00096.3	2476694	2477629	-	936	2	2	3	9	1	4	12	6	3	4	6	10	4	9	6
dsdX	U00096.3	2477847	2479184	+	1338	3	4	0	19	9	6	11	10	16	0	10	4	11	11	8
dsdA	U00096.3	2479202	2480530	+	1329	7	9	12	23	8	8	13	16	13	19	7	11	13	12	11
emrY	U00096.3	2480638	2482176	-	1539	2	2	7	14	8	8	7	11	5	2	3	14	10	3	7
emrK	U00096.3	2482176	2483339	-	1164	4	2	1	18	1	1	5	2	5	3	2	6	2	1	1
evgA	U00096.3	2483755	2484369	+	615	19	9	15	28	15	13	16	19	17	18	22	7	15	30	11
evgS	U00096.3	2484374	2487967	+	3594	30	27	21	81	29	51	62	60	61	32	32	27	37	37	26
yfdE	U00096.3	2488023	2489168	-	1146	1	5	4	19	4	2	5	5	6	1	2	7	4	2	13
yfdV	U00096.3	2489242	2490186	-	945	1	0	2	5	3	1	4	1	8	1	4	5	2	2	6
oxc	U00096.3	2490256	2491950	-	1695	2	0	2	11	2	6	9	5	7	1	2	11	4	1	13
frc	U00096.3	2492004	2493254	-	1251	3	2	4	17	2	2	5	5	6	3	2	4	10	5	9
yfdX	U00096.3	2493767	2494402	-	636	3	3	2	8	4	7	8	7	7	5	5	8	4	7	6
ypdI	U00096.3	2494698	2494973	+	276	2	5	3	7	3	1	4	2	3	1	1	8	8	1	3
yfdY	U00096.3	2495050	2495292	-	243	8	2	8	8	1	4	6	17	9	10	7	15	10	13	6
lpxP	U00096.3	2495645	2496565	+	921	46	14	20	42	37	43	75	66	97	94	89	54	95	109	48
ypdK	U00096.3	2496921	2496992	+	72	10	5	3	23	11	13	21	13	31	14	15	13	20	7	11
alaC	U00096.3	2497057	2498295	-	1239	42	32	24	48	39	29	54	44	40	67	79	31	51	105	42
ypdA	U00096.3	2498671	2500368	+	1698	7	10	5	24	21	11	23	18	30	15	24	15	14	27	17
ypdB	U00096.3	2500383	2501117	+	735	12	10	11	6	10	12	13	16	26	17	20	13	13	25	9
ypdC	U00096.3	2501130	2501987	+	858	2	0	4	13	1	5	7	5	10	16	10	7	15	7	6
fryA	U00096.3	2501990	2504485	-	2496	8	4	10	27	7	10	11	15	12	8	13	11	8	14	10
ypdE	U00096.3	2504510	2505547	-	1038	3	3	5	11	6	7	6	11	6	7	7	10	7	10	6
ypdF	U00096.3	2505547	2506632	-	1086	4	3	5	15	6	3	5	6	12	4	8	5	5	5	5
fryC	U00096.3	2506647	2507894	-	1248	4	5	2	10	3	2	5	10	4	5	5	3	4	3	7
fryB	U00096.3	2507916	2508242	-	327	0	1	1	8	2	0	6	1	7	2	3	6	3	3	1
glk	U00096.3	2508461	2509426	-	966	39	69	54	52	59	23	49	45	55	87	76	30	63	109	56
yfeO	U00096.3	2509630	2510886	+	1257	25	38	16	26	32	16	23	35	29	54	46	19	48	52	37
ypeC	U00096.3	2511001	2511327	+	327	16	15	6	16	11	11	14	22	21	21	19	12	13	22	7
mntH	U00096.3	2511468	2512706	-	1239	40	35	22	36	34	36	29	42	32	58	57	25	34	48	39
nupC	U00096.3	2513042	2514244	+	1203	19	16	14	15	10	19	18	20	25	26	20	19	30	28	14
insL-3	U00096.3	2514331	2515443	+	1113	26	29	16	45	32	48	64	51	49	59	80	53	87	105	67
pdeA	U00096.3	2515643	2517832	-	2190	27	23	12	46	28	26	36	30	29	44	26	29	37	42	26
alaX	U00096.3	2518041	2518116	-	76	2	3	1	3	0	2	0	2	5	1	0	1	1	5	2
alaW	U00096.3	2518156	2518231	-	76	4	3	1	4	1	4	3	2	7	1	1	1	3	10	2
yfeC	U00096.3	2518467	2518811	+	345	21	15	12	19	10	13	21	16	17	25	24	12	24	52	17
yfeD	U00096.3	2518813	2519205	+	393	15	14	9	14	14	21	26	25	17	22	24	15	23	33	16
gltX	U00096.3	2519257	2520672	-	1416	159	191	150	131	151	154	225	187	217	279	208	148	332	345	244
valU	U00096.3	2520931	2521006	+	76	25	27	13	12	23	26	11	11	43	18	20	6	32	65	14
valX	U00096.3	2521051	2521126	+	76	62	50	25	24	46	41	25	20	73	78	58	29	83	198	34
valY	U00096.3	2521173	2521248	+	76	5	5	5	9	7	2	1	4	8	5	4	3	9	17	1
lysV	U00096.3	2521253	2521328	+	76	3	1	0	4	1	0	0	2	2	2	1	3	1	5	0
xapR	U00096.3	2521593	2522477	-	885	7	4	4	19	5	10	12	10	17	10	6	12	14	15	11
xapB	U00096.3	2522729	2523985	-	1257	2	2	2	11	1	1	9	9	12	3	5	9	1	3	4
xapA	U00096.3	2524045	2524878	-	834	2	1	2	12	1	2	3	8	6	6	1	2	2	4	6
yfeN	U00096.3	2525127	2525891	+	765	9	9	11	24	15	10	18	13	18	5	10	10	11	13	18
yfeR	U00096.3	2525930	2526856	-	927	5	7	7	16	7	4	5	3	11	13	6	7	4	11	14
yfeH	U00096.3	2526946	2527944	+	999	9	9	10	17	17	16	19	19	19	19	15	18	23	33	16
ypeB	U00096.3	2527941	2528159	-	219	7	14	6	10	6	16	10	12	17	16	8	16	28	25	13
